mid,xp_dif_0,xp_dif_1,xp_dif_2,xp_dif_3,xp_dif_4
0,1.95078686661,-0.998290160528,0.305137010136,0.700709603391,-0.451678519386
1,-1.09552918748,-2.24408296019,-1.49262294557,1.02711955358,0.247761617933
2,0.697979650506,0.444372550581,0.646411537073,1.75777567285,2.92191844028
3,-0.392772900831,0.403423608999,1.21615436656,0.84382781232,0.0829566486913
4,-0.628063808334,0.439647672706,1.0048211867,0.305251394509,1.41120622223
5,-1.40249811978,-1.3227317746,-1.80533893469,-1.43476472457,-1.13738490927
6,0.38789428234,-0.864418620742,-0.761524377404,0.394386419368,0.877552036109
7,-0.169947736772,1.4161224335,0.246592007607,-0.751814674948,-0.923530842038
8,0.0544356452169,0.650692217781,-0.19892118237,-0.459301142664,0.04469835226
9,0.154161592768,-0.724247243789,-0.397403020212,-1.76494094342,0.135929674519
10,0.746284406351,0.321525725836,1.28183900355,0.309017663165,-1.74951765217
11,-0.533012514575,0.282151743546,0.139497490786,-0.323715471047,0.402756767578
12,-1.59415892523,-1.51172688959,-0.972857557264,-0.55471328195,0.965840412489
13,0.269469719623,0.182929308175,-0.941443165664,-0.768135172458,-2.35380253939
14,-0.0219170333767,0.0837068728038,0.168056028605,-1.28913566987,0.508702819234
15,1.57525634537,0.326250603711,1.50173974475,0.636683036238,-1.8731213791
16,-0.674810346248,0.294751417879,-0.451664242068,-0.800776167477,-1.02653394781
17,-1.49287475975,-1.81411907358,-1.88101905991,-1.2954127843,-0.0367231504013
18,0.523459242292,0.710540670862,0.756361907676,0.281398359687,-0.743030161439
19,-1.49599119561,-0.924267073823,-1.10708268501,-1.05437159032,-0.126973490701
20,-0.364724978083,0.310501010795,-0.481650706778,-1.16987049577,-0.539966895766
21,-1.64090546315,-1.57000038338,1.00196533292,0.729584329754,0.47927336044
22,1.48332148747,0.850712047815,1.36894254389,1.23175348389,1.04726191515
23,0.241421796875,0.375074341751,-0.127524837822,-0.253411789468,0.543037187826
24,0.0263877224682,0.805038228359,1.43319925399,0.886512190421,0.663697968878
25,3.59938143706,1.92168436611,0.916289719462,1.05850512571,0.302696607681
26,-1.07838879024,0.0285832975977,0.35654237821,1.32465477741,0.648983239481
27,0.252329322388,0.431772876248,0.196614566424,1.0170761705,-1.01083823646
28,-1.58636783558,-2.28345694248,-0.413110216012,0.0780198522618,-0.104410905626
29,0.624743407773,-0.418705141218,0.884875327861,-0.00734890394133,1.46319826609
30,-0.74337193519,-0.639199442042,0.723519589184,0.0679764691791,-0.0612476993956
31,0.769657675308,1.23972699284,0.970550941318,1.21543298638,0.182035826629
32,0.305308732024,0.241202801964,0.949132037954,1.24932940428,0.901095603144
33,-0.344468144986,1.41297251492,1.08621301949,1.43764283709,0.440034082049
34,0.297517642372,-1.30698218168,0.696388978256,0.58521069794,1.17478956992
35,-2.29691521188,-1.5290514418,-2.09949187422,0.307762240279,-0.120106616982
36,-1.17499830193,-1.22665925781,-0.537339855525,-0.6275278093,-0.747935071238
37,-0.00789307200235,-0.547851803129,-0.0889708117664,0.242480250241,-1.37282057961
38,1.31503395098,0.798738391192,0.961983379973,0.204817563681,-0.602749741191
39,0.553065382971,0.310501010795,0.208037981551,1.21794383215,-0.386933710041
40,-1.68765200106,-2.14643548411,-0.278885088263,1.16521607097,1.51322834604
41,0.705770740158,2.1106794811,1.91583854313,0.704475872047,-0.0681145731141
42,-0.261882594671,-0.700622854415,-0.92145218919,0.69819875762,1.70648179212
43,-0.120084762997,-0.571476192503,-0.504497537033,-0.899954575419,-0.922549860078
44,0.562414690554,0.505795962954,0.273722618535,0.558846817347,-0.356523269288
45,1.25737988755,0.392398893958,1.13904631445,0.630405921812,1.95270826402
46,-1.38691594048,-0.602975378336,0.00384443614534,1.03716293666,0.338992940193
47,0.71200361188,0.123080855094,-2.32653224988,-0.623761540644,0.354688651549
48,-0.6467624235,-1.30698218168,-0.712974863112,0.758459056117,-0.530157076168
49,0.342705962356,-2.14328556552,-0.44024082694,1.01582074761,0.442977027929
50,-0.854005408254,-0.391930833261,0.890587035425,0.84633865809,-0.122068580902
51,-2.23458649466,-2.22045857081,-2.15375309608,-2.05117736128,-2.30671540532
52,1.19660938826,1.68859039095,1.15189765647,1.81426970269,1.44455960886
53,1.69368090808,1.2665013008,2.65407674575,1.07733646899,0.187921718387
54,1.34464009166,-0.766771144662,-2.32224846921,-2.31607159008,0.361555525267
55,0.137021195532,1.11215529022,1.36465876322,0.58772154371,0.666640914757
56,-1.26381672397,0.762514327485,1.09478058083,1.56318512562,-0.0337802045219
57,0.314658039607,0.97355887256,0.515042263105,0.619107115844,0.594048249734
58,-0.910101253751,0.582968968242,1.19759131698,1.00703278741,2.14301876422
59,-0.935032740639,-2.2976315761,-0.890037797589,-0.488175869027,1.40630131243
60,-0.196437441591,-1.34950608256,-0.0804032504207,-0.542159053096,-1.1609284763
61,0.0575520810779,-0.785670656162,-0.86147925977,-1.10584392861,-1.26785550992
62,-3.00746258818,-0.842369190659,-1.31127623042,-0.720429102815,0.108462179645
63,0.397243589923,1.08380602297,0.904866304335,1.14638472769,1.14045520133
64,-0.796351344826,-0.728972121664,-0.837204502624,0.906598956587,0.446900955768
65,1.24023949031,1.31847495742,0.643555683291,-1.18744641616,-1.15798553042
66,-3.41571568596,-2.2409330416,-2.14375760784,-1.51762263501,-0.898025311084
67,-1.05034086749,0.628642787699,0.110938952967,-1.06315955051,-0.354561305368
68,0.902106199399,0.401848649708,-0.181786059678,-1.17991387885,-0.177003570649
69,-0.0468485202644,0.64911725849,0.336551401737,0.231181444273,-0.237824452155
70,0.626301625704,-0.549426762421,0.633560195054,1.22924263812,0.712747066867
71,-1.42275495288,0.554619700993,0.396524331157,1.43262114554,1.24247732515
72,-1.28407355707,-0.99986511982,-1.42693830859,-1.41969964995,-0.835242465658
73,-0.766745204147,-1.67709761521,-1.6768255145,-0.558479550606,-0.669456514456
74,0.090274657618,0.937334808853,-0.213200451279,0.184730797516,0.253647509692
75,-0.280581209837,-0.199785799685,0.159488467259,0.0202703995362,1.3484233768
76,-0.0203588154462,-0.291133438598,-0.281740942045,0.396897265138,1.29937427881
77,-0.347584580847,0.458547184206,-1.17562317578,0.0403571657016,-0.200547137684
78,-0.120084762997,-0.160411817395,1.31610924893,-0.586098854083,1.1924472452
79,-0.321094876029,-0.18561116606,-0.318867041209,-1.29415736142,-0.849957195055
80,-0.604690539377,-0.514777658006,-1.74251015149,-1.98463994835,-1.95552386372
81,1.4646228723,1.79883754136,1.56314060106,0.502352787507,-0.918625932239
82,-0.151249121607,0.416023283332,0.809195202641,-0.11280442631,-0.112258761304
83,-0.221368928478,-0.776220900412,-0.387407531975,0.796121742677,-0.229976596477
84,1.00650680074,0.595568642575,0.0309750470734,-0.446746913811,-0.100486977787
85,0.219606745848,0.773539042526,1.40892449684,0.804909702874,0.101595305927
86,-2.02734350991,-0.710072610165,-1.24416366654,-0.75683636649,0.800054461287
87,1.19193473447,0.820787821275,2.40418953983,1.92600233948,0.0525462079382
88,-0.715324012441,0.406573527583,-0.151799594968,-1.53268770963,-1.79464282232
89,-1.17032364814,-0.987265445487,1.14475802201,-2.06749785879,-1.31886657183
90,0.948852737313,0.962534157519,3.09530615505,1.66612980222,0.071184865174
91,0.793030944265,0.902685704438,1.40749656995,1.3937030361,1.10317788686
92,1.00027392902,1.09010586014,1.19759131698,1.91846980217,1.55737253423
93,-0.115410109206,-1.5479509533,-2.39650066754,-1.4322538788,-0.647874911341
94,-0.603132321446,-0.388780914677,1.2418570506,-1.19748979924,0.0770707569326
95,0.238305361014,0.282151743546,-1.75964527418,-0.822118356527,-1.1050125046
96,0.0762506962436,-0.00606580681761,-0.0504167857108,0.467200946717,-0.400667457478
97,1.07818482554,0.879061315064,0.319416279045,0.67936741434,1.07963431982
98,2.87169366353,1.65709120512,1.29611827246,1.65859726491,1.09533003118
99,-0.197995659521,0.13883044801,0.753506053894,-0.943894376406,-2.44209091577
100,-0.374074285665,0.0978815064283,0.306564937027,0.153345225382,0.640154401843
101,-0.081129314735,-0.993565282653,0.012411997491,0.326593583559,0.216370195221
102,-0.317978440168,-0.0344150740665,-0.27460130759,0.523694976558,1.45633139238
103,0.0949493114094,0.614468154074,-1.67111380694,-0.485665023256,-0.864671924451
104,-0.665461038665,-0.239159781975,-0.383123751302,-0.404062535709,-1.34731504866
105,1.49734544884,0.886936111522,-2.24228456332,-1.74485417725,0.401775785618
106,-0.0795710968045,-0.236009863392,-0.444524607613,-2.40144034629,-0.930397715756
107,0.945736301452,0.831812536316,0.656407025309,1.1451293048,0.297791697882
108,-0.548594693879,-0.58722578542,0.647839463964,1.56695139428,0.0829566486913
109,0.313099821677,0.312075970086,0.836325813569,0.349191195495,0.594048249734
110,0.965993134548,0.811338065525,0.120934441203,1.04971716552,0.493988089837
111,-0.671693910387,-0.139937346604,0.573587265634,-0.499474674995,-0.78325042179
112,-0.138783378163,0.42389807979,0.854888863151,0.208583832337,-0.326112828535
113,-0.740255499329,1.38619820696,1.58598743132,0.624128807385,-0.567434390639
114,0.339589526495,0.0837068728038,-0.678704617729,-0.768135172458,-0.779326493951
115,-0.668577474526,0.860161803565,0.692105197583,-1.38329238627,-1.39342120077
116,-0.520546771131,-0.122612794396,0.182335297514,-0.568522933689,-0.0435900241197
117,0.668373509827,-0.360431647429,-0.0532726394927,0.196029603484,0.407661677377
118,0.665257073966,0.56091953816,0.430794576539,0.708242140703,-0.328074792454
119,-1.27004959569,-0.892767887991,0.282290179881,-0.706619451076,1.28171660354
120,0.19311704103,0.926310093812,0.218033469788,-0.415361341677,-1.20899659233
121,1.68900625429,1.35312406184,1.57884779686,0.267588707948,-0.230957578437
122,-0.807258870339,-2.49292652826,-2.22372151374,-1.9720857195,0.260514383411
123,1.64225971638,1.18460341764,2.28995538856,0.238713981585,-0.403610403357
124,0.825753520805,-0.763621226079,0.969123014427,0.784822936709,0.151625385876
125,1.20751691377,1.56416860691,1.53886584392,1.32967646895,0.471425504762
126,0.726027573254,0.910560500896,1.36465876322,1.6761731853,-0.640027055663
127,-0.372516067735,0.719990426612,-0.321722894991,-0.357611888951,0.0800137028119
128,-0.554827565601,1.58779299629,0.88344740097,1.13508592172,-0.558605553002
129,0.339589526495,0.252227517005,0.0309750470734,-0.790732784394,0.705880193148
130,-0.466009143564,-2.43622799376,-1.39695184388,-2.5972863164,-1.19231989902
131,0.169743772073,0.483746532871,0.886303254752,-0.144189998443,0.942296845454
132,1.01897254418,0.801888309775,0.400808111829,1.98249636932,0.511645765113
133,-0.268115466393,-1.23610901356,-1.9923973574,-0.660168804319,0.0113449656277
134,1.10467453036,0.0207085011397,0.118078587421,0.236203135815,0.0908045043695
135,-0.665461038665,0.00338394893202,0.859172643824,1.74898771265,0.665659932798
136,0.0918328755485,-0.686448220791,-0.288880576499,-0.571033779459,-1.3610487961
137,1.12493136346,1.14995431322,0.67211422111,-1.00289925202,-2.49310197768
138,-1.11111136678,-0.814019923411,-0.344569725246,0.18096452886,-0.683190261893
139,0.0201548507463,0.260102313463,-0.868618894225,0.909109802357,1.24051536123
140,-0.734022627607,-0.391930833261,-2.32224846921,0.00269447914139,0.0780517388924
141,0.408151115436,-0.404530507593,-2.07664504397,-0.755580943604,-2.43620502401
142,0.41905864095,0.592418723992,0.729231296748,1.37361626993,1.6799952792
143,-0.902310164099,-0.560451477462,0.440790064776,0.434559951699,-0.144631165977
144,0.0154801969549,-0.236009863392,-2.2608476129,-1.59796969967,-0.552719661243
145,-0.0998279299007,0.236477924089,0.213749689115,-1.60801308275,-0.425192006472
146,-0.945940266152,-1.32430673389,-0.504497537033,1.11499915555,0.0643179914555
147,1.59707139639,2.05713086518,1.33895607918,0.612830001417,2.64920545546
148,-1.62376506591,-1.12901178173,-0.148943741186,0.379321344744,-0.0681145731141
149,-1.00826898337,-0.962066096821,0.0281191932915,-0.270987709863,1.07178646414
150,1.19037651654,1.36887365475,-0.371700336174,0.0541668174404,-0.791098277468
