mid,xp_best_dif,xp_second_dif,xp_sum_dif
0,-0.451678519386,0.700709603391,0.377645256531
1,0.247761617933,1.02711955358,-0.854239486075
2,2.92191844028,1.75777567285,2.25960110341
3,0.0829566486913,0.84382781232,0.655144359169
4,1.41120622223,0.305251394509,0.918829450842
5,-1.13738490927,-1.43476472457,-2.15600687239
6,0.877552036109,0.394386419368,0.152558136675
7,-0.923530842038,-0.751814674948,-0.234640464811
8,0.04469835226,-0.459301142664,-0.00467781167246
9,0.135929674519,-1.76494094342,-0.774605775801
10,-1.74951765217,0.309017663165,0.0176683825371
11,0.402756767578,-0.323715471047,0.0355453379047
12,0.965840412489,-0.55471328195,-0.861959080438
13,-2.35380253939,-0.768135172458,-1.37389007506
14,0.508702819234,-1.28913566987,-0.142817921331
15,-1.8731213791,0.636683036238,0.35245500124
16,-1.02653394781,-0.800776167477,-0.91274588546
17,-0.0367231504013,-1.2954127843,-1.82690837585
18,-0.743030161439,0.281398359687,0.318326268265
19,-0.126973490701,-1.05437159032,-1.33732357544
20,-0.539966895766,-1.16987049577,-0.754291053792
21,0.47927336044,0.729584329754,-0.113158427199
22,1.04726191515,1.23175348389,1.82811640795
23,0.543037187826,-0.253411789468,0.266320579923
24,0.663697968878,0.886512190421,1.18413972028
25,0.302696607681,1.05850512571,2.16290302665
26,0.648983239481,1.32465477741,0.525130138314
27,-1.01083823646,1.0170761705,0.143619658991
28,-0.104410905626,0.0780198522618,-1.13823929976
29,1.46319826609,-0.00734890394133,0.910297267598
30,-0.0612476993956,0.0679764691791,-0.156225637857
31,0.182035826629,1.21543298638,1.26539860831
32,0.901095603144,1.24932940428,1.189421548
33,0.440034082049,1.43764283709,1.23126987534
34,1.17478956992,0.58521069794,0.614514915152
35,-0.120106616982,0.307762240279,-1.54087708997
36,-0.747935071238,-0.6275278093,-1.28856824262
37,-1.37282057961,0.242480250241,-0.658811860352
38,-0.602749741191,0.204817563681,0.639298876002
39,-0.386933710041,1.21794383215,0.51741054395
40,1.51322834604,1.16521607097,-0.06927862766
41,-0.0681145731141,0.704475872047,1.47342136168
42,1.70648179212,0.69819875762,0.421525056069
43,-0.922549860078,-0.899954575419,-0.995629951255
44,-0.356523269288,0.558846817347,0.388208911975
45,1.95270826402,0.630405921812,1.7659533586
46,0.338992940193,1.03716293666,-0.0400254279676
47,0.354688651549,-0.623761540644,-0.499544439804
48,-0.530157076168,0.758459056117,-0.682783232322
49,0.442977027929,1.01582074761,-0.0765919275832
50,-0.122068580902,0.84633865809,0.152964431115
51,-2.30671540532,-2.05117736128,-3.38748532056
52,1.44455960886,1.81426970269,2.26081998673
53,0.187921718387,1.07733646899,1.95000474
54,0.361555525267,-2.31607159008,-1.10776721674
55,0.666640914757,0.58772154371,1.17723271479
56,-0.0337802045219,1.56318512562,0.670583547896
57,0.594048249734,0.619107115844,0.926142750765
58,2.14301876422,1.00703278741,1.46732694508
59,1.40630131243,-0.488175869027,-0.665312571394
60,-1.1609284763,-0.542159053096,-1.07851401705
61,-1.26785550992,-1.10584392861,-1.31578997011
62,0.108462179645,-0.720429102815,-1.56281698974
63,1.14045520133,1.14638472769,1.48398501712
64,0.446900955768,0.906598956587,-0.155413048977
65,-1.15798553042,-1.18744641616,-0.0172729393178
66,-0.898025311084,-1.51762263501,-2.94178031969
67,-0.354561305368,-1.06315955051,-0.571052261274
68,-0.177003570649,-1.17991387885,-0.168008176622
69,-0.237824452155,0.231181444273,0.227316313667
70,0.712747066867,1.22924263812,0.894858078872
71,1.24247732515,1.43262114554,0.863167112538
72,-0.835242465658,-1.41969964995,-1.8041558872
73,-0.669456514456,-0.558479550606,-1.56769252302
74,0.253647509692,0.184730797516,0.369519367727
75,1.3484233768,0.0202703995362,0.485719577617
76,1.29937427881,0.396897265138,0.506034299626
77,-0.200547137684,0.0403571657016,-0.376843518871
78,1.1924472452,-0.586098854083,0.605982731908
79,-0.849957195055,-1.29415736142,-0.993192184614
80,-1.95552386372,-1.98463994835,-2.23848464375
81,-0.918625932239,0.502352787507,1.07281504367
82,-0.112258761304,-0.11280442631,0.215127480461
83,-0.229976596477,0.796121742677,-0.205793559558
84,-0.100486977787,-0.446746913811,0.238692557991
85,0.101595305927,0.804909702874,0.960271483739
86,0.800054461287,-0.75683636649,-0.979378173649
87,0.0525462079382,1.92600233948,1.85168148548
88,-1.79464282232,-1.53268770963,-1.36413900849
